proxy	x	y	z
ScaffoldingExtension_01_A_512x512x160	5.310228	2.498903	1.769911
ScaffoldingExtension_01_A_512x512x320	5.310228	2.498903	3.369911
ScaffoldingExtension_01_B_256x128	2.708503	2.498903	0.250063
ScaffoldingExtension_01_B_256x512x320	2.708503	2.498903	3.369897
ScaffoldingExtension_01_B_512x128	5.266143	2.498903	0.250069
ScaffoldingExtension_01_B_512x128_Enkare	5.266143	2.498903	0.250069
ScaffoldingExtension_01_B_512x512x160	5.266143	2.498903	1.769910
ScaffoldingExtension_01_B_512x512x160_Enkare	5.266143	2.498903	1.769910
ScaffoldingExtension_01_B_512x512x320	5.266143	2.498903	3.369910
ScaffoldingMidPole_01_A_384	0.190228	3.839999	0.190228
ScaffoldingMid_01_A_256x384x160	2.750227	4.039393	1.650228
ScaffoldingMid_01_A_256x384x320	2.750227	4.039393	3.250228
ScaffoldingMid_01_A_512x384x160	5.310228	4.039393	1.650228
ScaffoldingMid_01_A_512x384x160_B	5.310228	4.039393	1.650228
ScaffoldingMid_01_A_512x384x320	5.310228	4.039393	3.250228
ScaffoldingMid_01_A_512x384x320_B	5.310228	4.039393	3.250228
ScaffoldingMid_01_B_256x384x160	2.619636	4.039393	1.650228
ScaffoldingMid_01_B_256x384x320	2.619636	4.039393	3.250228
ScaffoldingMid_01_B_512x384x160	5.179636	4.039393	1.650228
ScaffoldingMid_01_B_512x384x320	5.179636	4.039393	3.250228
ScaffoldingMid_01_B_512x384x320_UniqueExtraCollision	5.179636	4.039393	3.250228
ScaffoldingPlywood_01_A_256	2.502909	1.265688	0.104374
ScaffoldingPlywood_01_A_512	5.062909	1.265688	0.104374
ScaffoldingRailing_01_A_160	0.085879	1.310648	1.535195
ScaffoldingRailing_01_A_256	2.635241	1.294472	0.085879
ScaffoldingRailing_01_A_320	0.085879	1.310648	3.135241
ScaffoldingRailing_01_A_512	5.195241	1.294472	0.085879
ScaffoldingStairs_01_A_256	3.937476	3.760539	1.457172
ScaffoldingStairs_01_A_384	5.980243	5.116744	1.457172
ScaffoldingStairs_01_A_512	7.777480	6.320537	1.457172
ScaffoldingStairs_01_B_256	5.203454	3.879134	3.226903
ScaffoldingStairs_01_C_512	5.300855	6.320489	3.226903
ScaffoldingWalkway_01_A_256x160	2.528880	0.044835	1.509333
ScaffoldingWalkway_01_A_512x160	5.090737	0.044835	1.509335
ScaffoldingWalkway_01_A_512x160_OnePart	5.091556	0.040000	1.487980
ScaffoldingWalkway_01_A_512x160_UniqueExtraCollision	5.090737	0.044835	1.509335
Scaffolding_01	0.745151	2.902592	1.804507
Scaffolding_01_B	15.644097	7.774653	3.359847
ScissorLift_01	2.184573	2.102046	1.127232
Sconce_Antique_01	0.173976	0.570481	0.199720
Sconce_Antique_01_LookDev	0.171686	0.573887	0.199428
Sconce_Antique_Round_01	1.034046	0.381095	0.319931
ScooterClassic_01	0.545251	0.985041	1.678328
ScooterClassic_01_Handle	0.782215	1.379454	0.494420
ScooterClassic_01_Seat	0.322483	0.264479	0.718251
ScrapContainer_01	1.385264	1.628333	2.238839
ScrapContainer_01_WASC	1.385264	1.628333	2.238839
ScrapyardFenceGate_01	3.134984	4.252365	0.860498
ScrapyardFenceRoof_01	5.264611	4.738860	4.255485
ScrapyardFence_01	5.326857	4.705890	0.942563
ScrapyardFence_02	5.222436	4.707315	0.942563
ScrapyardFence_03	5.222436	4.707315	0.942563
ScrapyardFence_04	5.236377	4.735510	0.942563
SealCap_01	12.100744	2.420853	13.150156
SealCoverBorder_01	33.374794	3.918716	33.375946
SealCoverDoor_01	24.392488	2.728130	24.392464
SealCover_01	66.749557	4.134025	66.749557
SealCover_Structure_01	24.817539	21.358019	18.634148
SealCover_Structure_02	25.823675	8.410481	37.120186
SealCover_Structure_03	16.475651	11.039291	45.858398
SealShadow_01	1.000000	1.000000	1.000000
Seal_Exhaust_01	18.821030	19.603767	28.201048
Seal_Exhaust_01_Props_01	10.365506	3.352746	11.279456
Seal_WallBunkerStructure_01	56.825867	25.694824	111.703552
Seal_WallBunkerStructure_01_LightingProps	50.103653	14.012877	107.100159
SeaterCouchPillow_01	0.514587	0.231908	0.512450
SeaterCouch_01_Three	2.930447	1.205157	1.360467
SeaterCouch_01_Two	2.089072	1.164011	1.321128
Sector	1.164278	8.984968	1.152150
SecurityScanner_01	1.431599	1.647524	5.113154
SecurityStand_01	1.278733	2.030170	0.985193
SedimentationTank	16.424995	4.000937	16.423061
SedimentationTank_Aud01	16.424995	4.000937	16.423061
SemiTruckTrailer_01	4.180100	4.234633	13.574568
SemiTruckTrailer_01_DoorsClosed	2.802306	4.234633	12.739816
SemiTruckTrailer_01_Door_RearLeft_01	1.220414	2.507053	0.052014
SemiTruckTrailer_01_Door_RearRight_01	1.220414	2.507053	0.052014
SemiTruckTrailer_01_Landing_Gear_01	1.476591	0.852352	0.131522
SemiTruckTrailer_01_Wheel	0.568647	1.064478	1.095854
SemiTruck_01	2.622014	4.211824	8.401392
SemiTruck_01_Door_Left	0.490889	1.669424	1.152730
SemiTruck_01_Door_Right	0.490889	1.669424	1.152730
SemiTruck_01_EngineIdle	2.557942	4.211824	8.401392
SemiTruck_01_Hood	2.153803	0.602262	1.494851
SemiTruck_01_Wreck	2.557942	4.211824	8.401392
ServerRackLarge_01	6.357236	5.126176	1.959206
ServerRackRow_01	4.053987	2.020655	1.025129
ServerRacksGroup_Golmud_01	4.595946	3.492883	3.159132
ServerRack_01	0.678536	2.020655	1.025129
ServerRack_01_Array	1.025129	4.010705	4.054805
ServerRack_01_B	0.757742	0.100309	0.696388
ServerRack_01_C	0.756060	0.240804	0.696386
ServerRack_01_D	0.757742	0.496743	0.696388
ServerRack_01_E	0.757742	0.505551	0.748134
ServerRack_02	0.682789	2.020655	1.025129
ServerRack_03	0.640000	0.932581	0.821025
ServerRack_04	0.659450	0.938761	0.878154
ServerShell	3.641646	3.400001	1.510169
ServerShellDestroy	0.900781	3.400000	1.474442
ServerShellDestroy_01	0.900781	3.400000	1.474442
ServerShellDestroy_B	0.900781	3.400000	1.474442
ServerShell_01	0.900781	3.400001	1.474442
ServerShell_B	3.640664	3.400001	1.474442
ServerShell_C	3.603123	3.446688	1.474617
ServerShell_D	3.682458	3.426044	1.604496
ServerShell_E	0.900781	3.400001	1.474442
ServerShell_F	3.682654	3.443910	1.516217
ServerWire_01	0.073706	0.783028	0.069552
ServerWire_01_A_384	0.093049	3.836964	0.086271
ServerWire_02	0.839235	0.776332	0.244800
ServerWire_03	0.697861	0.686100	0.243008
ServerWire_04	2.093381	0.917655	1.028658
ServerWire_05	0.824400	0.371932	0.244488
ServerWire_06	0.612318	0.626224	0.169871
ServerWire_07	3.470223	1.301303	0.738209
ServerWire_09	14.271823	1.335325	4.866582
ServerWire_10	5.439122	0.099386	7.027599
ServiceBuildingWindow_01	1.080000	1.240000	0.037630
ServiceBuildingWindow_02	1.411821	0.789254	0.040422
ServiceBuilding_01	3.287772	6.025915	7.203902
ServiceBuilding_01_B	3.287772	6.025915	7.203902
ServiceBuilding_01_LightingProps	1.849193	1.080819	4.036205
ServiceBuilding_01_Props_A_Golmud	2.919986	3.601089	6.311866
ServiceBuilding_02_F2P	11.691732	8.876266	14.880619
ServiceBuilding_02_LightingProps	10.237803	0.500494	8.346248
SewerConcreteWall_A_512x256	0.640000	5.120000	2.614587
SewerConcreteWall_A_512x512	0.640000	5.120000	5.180178
SewerGate_01	0.258511	1.599995	1.825369
SewerSign_02	1.533823	1.500376	0.014897
SewerSmallPassageConcrete_A_512	5.120002	2.936856	3.238277
Sewer_01	107.445107	29.829262	100.699837
SFX_Default	1.367125	1.367125	1.660095
ShackMetal_01	7.239710	10.111998	10.488371
She01	1.148846	3.402766	4.000000
She01_D	1.299045	2.647138	4.000000
She01_E	1.271485	2.641766	4.000000
She02_A	1.269961	4.316204	6.129657
She02_B	1.200839	4.316205	6.129657
She02_C	1.580894	4.314285	6.129657
She02_D	0.921365	2.143488	3.206918
She03	4.000000	3.323944	1.281384
She04	4.000000	3.149141	1.127554
ShedWall_01	3.333559	4.057209	3.601226
ShedWooden_01	10.680415	5.249983	5.655287
ShedWooden_01_B	7.975917	5.249983	5.655287
ShedWooden_02	8.130418	5.249983	5.912683
Shed_01	7.185791	2.776939	5.389584
Shed_01_Frame2Poles_224	2.588959	2.715769	3.196203
Shed_01_Frame2Poles_224_Pile	0.168995	0.468177	2.266247
Shed_01_Frame4Poles_224	3.042420	2.717393	3.653643
Shed_01_Frame4Poles_224_Pile	2.285225	0.409484	2.306418
Shed_01_Wall_224	2.243459	2.564873	0.035952
Shed_01_Wall_224_A_Pile	2.240000	0.208978	0.000010
Shed_02	7.185791	2.776939	5.389584
Shed_03	7.185791	2.776939	5.389584
SheetMetalSmall_01	2.946938	0.169724	5.632390
SheetRoofMetal_01_A	1.403842	0.073061	2.561680
SheetRoofMetal_01_B	1.121854	0.098250	1.303620
SheetRoofMetal_01_C	3.201910	0.070094	0.961677
ShelfClusterSpices_01	2.035499	1.799969	0.482433
ShelfClusterSpices_02	2.035499	1.799969	0.511541
ShelfCluster_01	0.745409	1.806539	2.035499
ShelfCluster_02	0.783606	1.806539	2.035499
ShelfCluster_03	0.538599	1.799969	2.035499
ShelfCluster_04	0.955202	1.800000	2.220221
ShelfGoods_01	1.414911	0.310105	0.352521
ShelfGoods_02	1.461473	0.270723	0.431624
ShelfGoods_03	1.349796	0.202164	0.419177
ShelfGoods_04	1.549097	0.420253	0.438781
ShelfGoods_VendingMachine_01A	0.549537	1.133238	0.245079
ShelfGoods_VendingMachine_02A	0.607345	1.154175	0.310631
ShelfMetal_01	4.000000	2.610673	1.127554
ShelfMetal_PCParts_01	1.301695	3.516151	2.693599
ShelfMetal_PCParts_01_B	1.291667	3.516151	2.693599
ShelfStorageMetalWood_01	5.144620	4.627007	1.284916
ShelfStore_02	2.562115	2.118028	0.851728
ShelfStore_03	2.562115	2.119545	0.851728
ShelfWood_01	2.562115	1.977890	0.851728
ShellCasings_01	0.417016	0.013031	0.469742
ShellCasings_02	0.806992	0.033300	0.838999
ShellCasings_03	1.024209	0.037886	0.357037
ShellCasings_04	1.092703	0.014882	2.645479
ShelvesAntiquities_01	1.695153	1.501462	1.667219
ShipInteriorFloorDecals_01	1.000000	1.000000	1.000000
ShootingTargetMechanical_Board_01_GPG	0.702512	2.179507	0.116920
ShopAwning_01	2.963989	1.123803	1.024840
ShopAwning_02	2.963989	1.123802	0.823539
ShoppingBasketStack_01	0.707503	1.317962	0.517734
ShoppingBasket_01	0.612234	0.524489	0.440434
ShoppingCart_01	0.796534	1.168522	1.390619
Shower_01	0.470236	1.616558	0.194358
ShutterGate_01_512x528	0.050000	5.280001	5.119841
ShutterMetalFrame_01	2.560000	2.560000	0.050000
ShutterMetalFrame_02	1.280000	2.560000	0.042980
ShutterMetalFrame_03	3.840000	2.560000	0.050000
ShutterMetal_01	2.560000	2.560000	0.050000
ShutterMetal_01_B	2.560000	2.560000	0.042979
ShutterMetal_01_Golmud	2.560000	2.560000	0.050000
ShutterMetal_02	1.280000	2.560000	0.062165
ShutterMetal_02_B	1.264307	2.539166	0.062165
ShutterMetal_Open_01	2.560000	0.090115	0.042979
ShuttleContainer_01	0.496374	0.350879	0.282979
SidewalkDamaged_01_512	5.120374	0.160000	2.560000
SidewalkDamaged_01_512_B	1.000000	1.000000	1.000000
SidewalkIslandEnd_01	2.203721	0.240575	1.847200
SidewalkIslandEnd_02	3.196591	0.243899	3.833355
SidewalkIsland_01	5.116201	0.240669	1.847200
SidewalkIsland_01_Broken	5.061995	0.246982	1.842909
SidewalkIsland_02	5.116201	0.241599	3.833356
SidewalkIsland_02_Broken	4.955029	0.245569	3.833356
SidewalkIsland_03	5.088899	0.239984	3.833310
SideWalkRamp_01	2.663306	0.121161	0.461508
SidewalkSign_01	0.582201	0.932181	0.592451
SidewalkSla01_128	1.280000	0.320000	1.280000
SidewalkSla01_128_Subsurface	1.000000	1.000000	1.000000
SidewalkSla01_256	1.280000	0.320000	2.560000
SidewalkSla01_256_Subsurface	1.000000	1.000000	1.000000
SidewalkSla01_512	1.280000	0.320000	5.120000
SidewalkSla01_512_Subsurface	1.000000	1.000000	1.000000
Sidewalk_01_1024	10.240000	0.200000	2.565025
Sidewalk_01_2048	20.480000	0.217880	2.569291
Sidewalk_01_256	2.560000	0.200000	2.560000
Sidewalk_01_256_B	1.000000	1.000000	1.000000
Sidewalk_01_512	5.120374	0.200000	2.570068
Sidewalk_01_CC11	6.570812	0.164636	3.162749
Sidewalk_01_CC22	8.950928	0.180167	4.187711
Sidewalk_01_CC45	9.281014	0.164258	5.754426
Sidewalk_01_CC90	6.281870	0.179272	6.303536
Sidewalk_01_CC90B	5.130442	0.200000	5.120000
Sidewalk_01_CC90_1280x1024	13.091763	0.172206	10.534825
Sidewalk_01_CV11	4.078145	0.180940	2.928997
Sidewalk_01_CV22	4.182300	0.165898	3.267735
Sidewalk_01_CV45	4.192128	0.167607	3.680824
Sidewalk_01_CV90	2.785626	0.188430	2.820523
Sidewalk_01_CV90B	2.587355	0.164940	2.587145
Sidewalk_01_CV90_B	1.000000	1.000000	1.000000
Signage_NXC_N1_01	0.745251	0.453051	0.000010
Signage_NXC_N1_02	0.745251	0.453051	0.000010
SignConstructionZone_01	1.250000	0.900000	0.000010
SignConstructionZone_01_German	1.250000	3.030034	0.074170
SignConstructionZone_01_MilitarySign	1.250000	3.054912	0.076904
SignConstructionZone_01_Warnings	1.569750	3.073566	0.074171
SignConstructionZone_02	0.599943	0.899847	0.000010
SignConstructionZone_02_German	1.500000	3.195471	0.074171
SignConstructionZone_03	0.299885	0.449861	0.000010
SignConstructionZone_06_DangerOffLimitsB	1.498162	3.029749	0.074164
SignConstructionZone_06_MilRestrictedAccess	1.498162	3.029749	0.074164
SignEvac_01	0.905501	1.745943	1.290092
SignEvac_DoNotEnter_01	0.905501	1.745943	1.290092
SignFacadeNumber_01	0.164491	0.135139	0.000010
SignFacadeNumber_02	0.164491	0.135139	0.000010
SignFacadeNumber_03	0.164491	0.135139	0.000010
SignFacadeNumber_04	0.164491	0.135139	0.000010
SignFacadeNumber_05	0.164491	0.135139	0.000010
SignFacadeNumber_06	0.164491	0.135139	0.000010
SignFacadeNumber_07	0.164491	0.135139	0.000010
SignFacadeNumber_08	0.164491	0.135139	0.000010
SignFacadeNumber_09	0.164491	0.135139	0.000010
SignFacadeNumber_10	0.164491	0.135139	0.000010
SignFacadeNumber_11	0.164491	0.135139	0.000010
SignFacadeNumber_13	0.164491	0.135139	0.000010
SignFacadeNumber_15	0.164491	0.135139	0.000010
SignFacadeNumber_17	0.164491	0.135139	0.000010
SignFacadeNumber_18	0.164491	0.135139	0.000010
SignFacadeNumber_19	0.164491	0.135139	0.000010
SignFacadeNumber_20	0.164491	0.135139	0.000010
SignFacadeNumber_21	0.164491	0.135139	0.000010
SignFacadeNumber_22	0.164491	0.135139	0.000010
SignFacadeNumber_23	0.164491	0.135139	0.000010
SignFacadeNumber_24	0.164491	0.135139	0.000010
SignHouse_01	2.400000	1.700000	0.025000
SignHouse_01_A	0.700000	0.500000	0.005000
SignHouse_01_B	0.900000	0.800000	0.005000
SignHouse_01_C	0.800000	1.120000	0.005000
SignHouse_01_D	0.900000	0.800000	0.025000
SignHouse_01_E_01	2.400000	1.700000	0.025000
SignHouse_01_E_02	2.400000	1.700000	0.025000
SignHouse_01_E_03	2.400000	1.700000	0.025000
SignHouse_01_F	4.000000	0.610000	0.025000
SignHouse_01_F_01	4.000000	0.610000	0.025000
SignHouse_01_G	7.777327	0.610001	0.025000
SignLightExit_01_Subsurface	0.556786	0.343700	0.070090
SignLightExit_02_Subsurface	0.568846	1.280000	0.073199
SignLight_01	0.841538	1.772496	0.112295
SignLight_02	1.150691	1.772496	0.112295
SignLight_03	1.174499	1.772496	0.112295
SignLight_04	1.294673	1.772496	0.112295
SignNoParking_01	0.007478	0.323781	0.219452
SignPanel_01	0.546573	1.262761	0.669800
SignPark_04	0.299919	0.449894	0.005000
SignPole_01	0.055560	3.015963	0.054051
SignSandwhichBoard_01_B	0.685804	1.156688	0.690182
SignsRoadSign_01	0.765196	0.765198	0.020406
SignStoreSouk_01	3.208024	4.176534	0.797845
SignStoreSouk_02	2.560000	1.436002	0.273860
SignStoreSouk_03	3.300000	1.875569	0.755565
SignStreet_01_BatteryRoad	0.638573	0.345985	0.020000
SignStreet_01_FranklandCrescent	0.638573	0.345985	0.020000
SignStreet_01_GarrisonFootPath	0.638573	0.345985	0.020000
SignStreet_01_GarrisonRoad	0.638573	0.345985	0.020000
SignStreet_01_KilnRamp	0.638573	0.345985	0.020000
SignStreet_01_LaCaleraLane	0.638573	0.345985	0.020000
SignStreet_01_LestockPassage	0.638573	0.345985	0.020000
SignStreet_01_LestockRoad	0.638573	0.345985	0.020000
SignStreet_01_MarketLane	0.638573	0.345985	0.020000
SignStreet_01_MillwardPassage	0.638573	0.345985	0.020000
SignStreet_01_ParsonsCourt	0.638573	0.345985	0.020000
SignStreet_01_Rookeroad	0.638573	0.345985	0.020000
SignStreet_01_TariqPassage	0.638573	0.345985	0.020000
SignStreet_01_UnionPassage	0.638573	0.345985	0.020000
SignStreet_02_AnnesFootpath	0.638573	0.345985	0.020000
SignStreet_02_CharlottesCourt	0.638573	0.345985	0.020000
SignStreet_02_ElliotCourt	0.638573	0.345985	0.020000
SignStreet_02_GeorgesAlley	0.638573	0.345985	0.020000
SignStreet_02_KingsSteps	0.638573	0.345985	0.020000
SignStreet_02_LopezsQuarter	0.638573	0.345985	0.020000
SignStreet_02_MasonsPassage	0.638573	0.345985	0.020000
SignStreet_02_MorettisSteps	0.638573	0.345985	0.020000
SignStreet_02_TumartPassage	0.638573	0.345985	0.020000
SignValve_01	0.007446	0.214362	0.408628
Sign_100Destinations_Billboard_01	11.905555	5.470941	3.388356
Sign_100Destinations_Billboard_01_B	11.130865	5.122114	0.315730
Sign_WelcomeCairo_Billboard_01	23.716518	5.470941	3.388356
Sign_WelcomeCairo_Billboard_01_B	11.130865	5.122114	0.315730
Sign_WelcomeCairo_Billboard_02	11.130865	5.122114	0.315730
SiloMedium_01	10.603733	8.799462	10.615582
SiloMedium_01_Pipes	12.400862	10.316160	4.794922
SiloOilHugePipesSmall_02	30.324661	15.723450	29.405216
SiloOilHugePipes_02	22.671921	21.162399	28.226307
SiloOilHugeRoof_02	28.945301	2.560596	28.945301
SiloOilHuge_01	29.458282	20.948750	30.515892
SiloOilHuge_02	28.614437	17.221912	28.607536
SiloOilLargePipe_01	18.182575	0.128540	18.182575
SiloOilLargeSide_01	18.789532	7.684765	18.382265
SiloOilLargeTop_01	17.827274	3.554109	17.827274
SiloOilLarge_01	18.789532	11.234109	18.382265
SiloOilLarge_01_B	18.789532	11.298378	18.382265
SiloOilLarge_01_White	18.789532	11.234109	18.382265
SiloOilPipe_01	0.582224	7.438488	2.335762
SiloRefinery_01	7.887550	13.866892	7.887550
SiloRefinery_01_B	8.375435	16.978455	8.662397
SiloRefinery_01_Base	8.375435	3.142934	8.662397
SiloSphereLarge_01	18.075304	27.866819	18.128395
SiloSphereLarge_01_B	15.062753	19.034664	15.062753
SiloSpherePipesLarge_01	9.518349	19.187305	6.204498
Silos_Catwalk_04	10.376154	20.116058	10.410105
SiloTankLong_01_ChemicalStorage_01	5.169352	28.124378	5.068650
SiloTankLong_A_01	5.068650	22.412167	5.169352
SiloTankLong_base_01	5.188453	1.562065	5.478447
SingleFlagPole_01	0.953541	14.975700	0.947111
SingleMetalBeam_01	0.100000	3.000000	0.100000
SinglePipe_01	5.117988	0.129904	0.150000
SinglePipe_01_B	2.560000	0.129904	0.150000
SinglePipe_01_B_DNE	5.117988	0.129904	0.150000
Sink_01	0.933464	1.072351	0.720577
SkylineDownTownLA_01	3754.570313	418.649994	3212.121338
SledgeHammer_01	1.038015	0.084716	0.252576
Sleepingbag_01	1.720420	0.229168	1.953444
Sleepingbag_01_01	0.814863	0.229168	1.953444
Sleepingbag_01_02	0.548734	0.222826	0.238897
SmallGenerator_01	0.444437	0.546570	0.657074
SmallGenerator_01_Large_DDPF	0.444437	0.546570	0.657074
SmallRocks_01	5.223622	1.377759	2.547288
SmallSupport_01	24.418491	0.139223	0.239932
SmallWaterBottle_01_B	0.290000	0.420000	0.234825
SMartPhone_01	0.073613	0.149872	0.006329
SnackBag_01_Open	0.087565	0.040164	0.178411
SnacksBags_01	0.186148	0.274237	0.141196
SnacksBags_02	0.193585	0.276938	0.140815
SnacksCardboards_01_Single	0.557739	0.288708	0.557407
SnacksCardboards_02	0.574815	1.519729	0.407229
SnacksCardboards_02_Empty	0.494150	0.276743	0.401902
SnacksCardboards_02_Single	0.494150	0.304024	0.401902
snacksmetalshe01	1.279932	2.011279	0.645608
SnacksMetalShe02	0.640173	1.814370	0.500000
SnacksMetalShe02_B	0.640173	1.814370	0.500000
Snowpile_01_A	9.997996	0.296175	0.925337
Snowpile_01_B	4.165851	0.175766	0.930403
Snowpile_01_C	3.400769	0.172285	2.863723
SoCal_BrokenHouse_01	24.286886	13.632490	25.064425
SodaCan_01_C	0.062052	0.111115	0.053739
SodaCan_01_D	0.062052	0.111115	0.053739
SodaCan_01_E	0.062052	0.111115	0.053739
SodaCan_01_F	0.062052	0.111115	0.053739
SodaCan_01_G	0.062052	0.111115	0.053739
SodaCan_01_H	0.062052	0.111115	0.053739
SodaCan_01_I	0.057895	0.111115	0.057869
SodaCan_01_J	0.042382	0.111115	0.042382
SodaMachine_01	1.121314	1.074932	0.683490
SofaRural_01	2.307704	0.883404	1.040776
SolarPanelCanopy_01	7.674998	0.509028	7.674710
SolarPanelCanopy_01_B	7.675071	7.217429	14.812039
SolarPanelPillar_01	0.696461	3.771490	0.652701
SolarPanels_01_X2	6.318434	0.575950	2.000003
SolarPanel_01	2.597120	0.207259	1.665256
Solarpanel_01_512	7.661754	8.780452	7.475256
SolarpowerBattery_01	5.497879	5.036193	10.480591
SoukArcade_01_1280x1664	12.960001	19.840004	11.029284
SoukArcade_01_1280x1664_A_Base	12.960001	19.840006	11.029284
SoukArcade_01_1280x1664_A_BD	12.960001	19.840004	11.029284
SoukArcade_01_1280x1664_A_Propdress_A	12.530180	20.721066	8.665199
SoukArcade_01_1280x1664_A_Propdress_A_BD	12.530180	19.910511	8.665199
SoukArcade_01_1280x1664_A_Propdress_B	12.457513	19.540573	6.656690
SoukArcade_01_1280x1664_A_Propdress_C	12.038038	20.747816	8.056557
SoukArcade_01_1280x1664_A_Propdress_D	12.530180	20.721066	8.665199
SoukArcade_01_1280x1664_A_Propdress_E	12.320142	20.747816	8.017731
SoukArcade_01_1280x1664_A_Propdress_F	12.530180	20.721066	8.665199
SoukArch_01	5.120001	8.960002	3.118918
SoukArch_01_Occluder	5.120001	8.960002	3.118918
SoukArch_02	3.840002	5.720905	0.620361
SoukFacadeBack_01_768x1152	7.680000	12.159999	5.120005
SoukFacadeBack_01_768x1152_FillerBlock	6.663298	10.531775	8.868865
SoukFacadeBack_01_768x384	7.683216	4.482516	5.121748
SoukFacadeBack_02_768x768	7.686379	8.639999	5.120000
SoukFacadeExtension_01	3.671409	8.617978	1.553614
soukfacade_01_768x384	7.683216	4.482516	5.219812
SoukFacade_02_1024x768_CV90	10.334332	8.322166	10.335667
SoukFacade_04_768x768	7.674381	8.632360	6.179836
SoukFacade_InteriorPillar_01_64x320x32	0.599855	3.200000	0.319951
SoukFacade_InteriorPillar_01_64x320x64	0.855797	3.200000	0.779799
SoukHousePassage_01_768x1152_Double_A	7.680002	14.712227	12.359673
SoukHousePassage_01_768x1152_Double_A_Interior	7.680002	14.712228	12.359673
SoukHousePassage_01_768x1152_Double_B	7.680002	14.712227	12.359673
SoukHousePassage_01_768x768	7.683273	10.882423	10.439625
SoukHousePassage_01_768x768_A_Propdress	7.666020	16.308912	13.630496
SoukHousePassage_01_768x768_A_Propdress_Interior_A	7.306017	2.122094	10.052746
SoukHousePassage_01_768x768_A_Propdress_Interior_B	7.328005	2.363751	9.457936
SoukHousePassage_01_768x768_A_Propdress_Interior_C	7.348152	4.178959	10.011741
SoukHousePassage_01_768x768_Double_A_Propdress	7.683273	13.112249	11.687057
SoukHouse_01_1024x1536	10.240002	18.559999	10.700204
SoukHouse_01_1024x1536_A_BD	10.240002	18.559999	10.700204
SoukHouse_01_1024x1536_A_Propdress_A	10.132652	20.462980	4.351968
SoukHouse_01_1024x1536_A_Propdress_A_1_BD	9.278739	18.121105	4.314340
SoukHouse_01_1024x1536_A_Propdress_B	9.605076	19.583445	3.003627
SoukHouse_01_1024x1536_A_Propdress_C	10.132652	20.462980	4.351968
SoukHouse_01_1024x1536_Double	10.243118	18.559996	11.160399
SoukHouse_01_1024x1536_Double_A_Interior_A	12.126217	7.531896	9.438316
SoukHouse_01_1024x1536_Double_A_Interior_B	12.100251	3.554794	6.941420
SoukHouse_01_1024x1536_Double_A_Interior_C	12.120811	3.602244	8.002162
SoukHouse_01_1024x1536_Double_A_Interior_SecondFloor_01	10.132100	2.649665	9.884463
SoukHouse_01_1024x1536_Double_A_Interior_SecondFloor_02	11.627358	2.567024	9.947630
SoukHouse_01_1024x1536_Double_A_Propdress_A	10.753077	19.904043	14.459562
SoukHouse_01_1024x1536_Double_A_Propdress_B	10.753077	19.904043	14.459562
SoukHouse_01_1280x1536	12.799994	18.879999	12.900272
SoukHouse_01_1280x1536_A_Interior_A	12.392994	2.036340	6.672294
SoukHouse_01_1280x1536_A_Interior_B	7.745645	3.640214	9.851995
SoukHouse_01_1280x1536_A_Interior_C	12.186403	3.656258	9.922739
Soukhouse_01_1280x1536_A_Propdress_A	12.741472	19.480856	11.856620
Soukhouse_01_1280x1536_A_Propdress_B	12.628525	18.177946	2.416266
Soukhouse_01_1280x1536_A_Propdress_C	12.817120	19.480856	11.856618
Soukhouse_01_1280x1536_A_Propdress_D	12.817120	19.480856	11.856618
Soukhouse_01_1280x1536_A_Propdress_E	12.741472	19.480856	11.856620
SoukHouse_01_768x1152_CV90	7.858001	14.719999	10.409001
SoukHouse_01_768x1152_CV90_A_Propdress_A	14.139825	15.656830	11.157023
SoukHouse_01_768x1152_CV90_A_Propdress_B	7.757790	15.008136	12.176949
SoukHouse_01_768x1152_CV90_Mirrored	7.858001	14.720000	10.409001
SoukHouse_01_768x1152_CV90_Mirrored_A_Propdress_A	8.994499	15.408384	10.671214
SoukHouse_01_768x1152_CV90_Mirrored_A_Propdress_B	8.992767	14.699984	11.594460
SoukHouse_01_768x1152_CV90_Mirrored_A_Propdress_C	8.994499	15.408384	10.671214
SoukHouse_01_768x1536	7.680002	18.560001	11.039727
SoukHouse_01_768x1536_A_BD	7.680002	18.560001	11.039727
SoukHouse_01_768x1536_A_Propdress_A	7.896351	19.714418	2.486197
SoukHouse_01_768x1536_A_Propdress_A_BD	7.604671	18.009872	2.486197
SoukHouse_01_768x1536_A_Propdress_B	7.880617	20.659683	13.151869
SoukHouse_01_768x1536_A_Propdress_C	7.896351	19.714418	3.259701
SoukHouse_01_768x1536_A_Propdress_Interior	7.680002	18.560001	11.039727
SoukHouse_01_768x1536_Double_A	7.680002	18.559998	11.519990
SoukHouse_01_768x1536_Double_A_BD	7.680002	18.559998	11.519990
SoukHouse_01_768x1536_Double_A_Interior_Propdress	7.680002	18.559998	11.519990
SoukHouse_01_768x1536_Double_A_NoRubble	7.680002	18.559998	11.519990
SoukHouse_01_768x1536_Double_A_Propdress	7.717469	18.807030	14.561985
SoukHouse_01_768x1536_Double_B	7.680004	18.559998	11.939813
soukHouse_01_768x1536_Double_B_Propdress	7.896351	15.303854	14.880432
SoukHouse_01_768x1536_Double_C	7.680004	21.119999	12.403955
SoukHouse_01_768x1536_Double_C_Propdress	7.564718	18.756214	14.342087
